rownumber,animalgender,breedname,borough,zipcode
91924,M,Pekingese,Manhattan,10128
91925,F,Shih Tzu,Queens,11372
91926,M,Labrador Retriever Crossbreed,Manhattan,10011
91927,F,Maltese,Staten Island,10308
91928,M,St. Bernard,Brooklyn,11215
91929,M,French Bulldog,Manhattan,10023
91930,F,Golden Retriever,Queens,11375
91931,F,Not Listed,Bronx,10463
91932,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11238
91933,M,Jack Russell Terrier,Manhattan,10025
91934,F,Cavalier King Charles Spaniel,Manhattan,10014
91935,M,Italian Greyhound,Manhattan,10025
91936,F,Collie Crossbreed,Manhattan,10019
91937,F,Yorkshire Terrier,Brooklyn,11239
91938,F,American Staffordshire Terrier ,Manhattan,10034
91939,F,Labrador Retriever,Brooklyn,11204
91940,M,Pomeranian,Queens,11374
91941,F,Havanese,Queens,11358
91942,M,Puggle,Brooklyn,11209
91943,F,Yorkshire Terrier,Bronx,10455
91944,M,American Eskimo dog,Queens,11373
91945,M,Belgian Malinois,Manhattan,10016
91946,F,German Shepherd Crossbreed,Manhattan,10009
91947,F,Yorkshire Terrier,Bronx,10459
91948,M,Yorkshire Terrier,Brooklyn,11210
91949,F,Basenji,Manhattan,10017
91950,F,Yorkshire Terrier,Manhattan,10002
91951,M,Toy Poodle,Queens,11374
91952,M,Shiba Inu,Queens,11374
91953,M,Shih Tzu,Queens,11414
91954,M,Bloodhound,Queens,11101
91955,M,Shih Tzu,Bronx,10468
91956,F,Belgian Malinois,Staten Island,10307
91957,F,German Shepherd Crossbreed,Brooklyn,11238
91958,M,Havanese,Manhattan,10035
91959,M,Yorkshire Terrier,Queens,11101
91960,M,West Highland White Terrier,Manhattan,10009
91961,F,Cavalier King Charles Spaniel,Queens,11379
91962,M,Beagle,Manhattan,10003
91963,M,Pembroke Welsh Corgi,Manhattan,10009
91964,M,Chihuahua,Manhattan,10001
91965,M,Miniature Poodle,Manhattan,10019
91966,F,Not Listed,Manhattan,10016
91967,M,Not Listed,Bronx,10469
91968,M,Golden Retriever,Manhattan,10010
91969,M,Terrier Crossbreed,Bronx,10458
91970,M,Not Listed,Manhattan,10025
91971,F,Miniature Pinscher,Manhattan,10075
91972,M,Not Listed,Manhattan,10065
91973,M,American Pit Bull Terrier/Pit Bull,Bronx,10467
91974,M,Australian Shepherd,Staten Island,10309
91975,M,Puggle,Brooklyn,11206
91976,F,Dachshund Smooth Coat Miniature,Brooklyn,11217
91977,M,Poodle,Brooklyn,11235
91978,F,Labrador Retriever,Manhattan,10019
91979,M,Boxer,Brooklyn,11221
91980,M,Greyhound,Brooklyn,11215
91981,F,Portuguese Water Dog,Manhattan,10023
91982,F,Australian Shepherd,Queens,11377
91983,M,Labrador Retriever,Brooklyn,11229
91984,M,Terrier Crossbreed,Queens,11436
91985,M,Cavalier King Charles Spaniel,Manhattan,10001
91986,F,Not Listed,Queens,11101
91987,F,Shih Tzu,Brooklyn,11228
91988,F,Poodle,Queens,11373
91989,M,Yorkshire Terrier,Manhattan,10032
91990,M,Beagle,Brooklyn,11217
91991,M,Golden Retriever,Manhattan,10024
91992,F,Cocker Spaniel,Brooklyn,11229
91993,F,Labrador Retriever,Manhattan,10128
91994,M,Rat Terrier,Brooklyn,11218
91995,M,English Cocker Spaniel,Manhattan,10023
91996,M,Jack Russell Terrier,Manhattan,10044
91997,M,Jack Russell Terrier,Manhattan,10044
91998,M,Afghan Hound,Manhattan,10025
91999,M,American Bully,Bronx,10455
92000,F,Not Listed,Brooklyn,11234
92001,M,Yorkshire Terrier,Brooklyn,11234
92002,M,Puli,Manhattan,10025
92003,M,Havanese,Bronx,10462
92004,M,Bichon Frise,Queens,11373
92005,M,Not Listed,Bronx,10464
92006,F,Toy Poodle,Manhattan,10128
92007,M,Boston Terrier,Brooklyn,11206
92008,M,Cocker Spaniel,Bronx,10464
92009,F,Miniature Poodle,Staten Island,10306
92010,M,Bichon Frise,Bronx,10454
92011,M,Cavalier King Charles Spaniel,Manhattan,10024
92012,M,Not Listed,Queens,11356
92013,F,Lhasa Apso,Queens,11368
92014,F,Labrador Retriever,Brooklyn,11218
92015,M,English Bulldog,Manhattan,10034
92016,M,French Bulldog,Queens,11103
92017,M,French Bulldog,Manhattan,10038
92018,F,Catahoula Leopard Dog,Brooklyn,11201
92019,F,Not Listed,Brooklyn,11232
92020,F,Not Listed,Staten Island,10305
92021,M,Siberian Husky,Queens,11377
92022,M,Lhasa Apso,Manhattan,10027
92023,M,Yorkshire Terrier,Brooklyn,11237
92024,F,Chihuahua,Brooklyn,11229
92025,M,Havanese,Manhattan,10010
92026,M,Pug,Manhattan,10014
92027,M,Not Listed,Manhattan,10023
92028,M,German Shepherd Crossbreed,Manhattan,10036
92029,M,German Shepherd Crossbreed,Manhattan,10036
92030,M,American Eskimo dog,Queens,11369
92031,M,Terrier Crossbreed,Manhattan,10009
92032,M,American Pit Bull Mix / Pit Bull Mix,Bronx,10454
92033,F,Dalmatian,Manhattan,10004
92034,F,American Pit Bull Terrier/Pit Bull,Queens,11385
92035,F,Whippet,Brooklyn,11215
92036,F,Australian Cattle Dog,Brooklyn,11218
92037,M,German Shepherd Crossbreed,Bronx,10465
92038,F,Labrador Retriever,Manhattan,10001
92039,F,Beagle Crossbreed,Staten Island,10304
92040,M,Siberian Husky Crossbreed,Brooklyn,11230
92041,F,Pomeranian,Queens,11692
92042,F,Australian Cattle Dog,Manhattan,10069
92043,M,Pug,Manhattan,10011
92044,F,Golden Retriever,Queens,11375
92045,M,Boston Terrier,Manhattan,10009
92046,M,Shetland Sheepdog,Staten Island,10308
92047,M,Labrador Retriever,Staten Island,10306
92048,M,Not Listed,Bronx,10469
92049,M,Not Listed,Queens,11694
92050,F,Pekingese,Queens,11378
92051,F,Labrador Retriever,Manhattan,10032
92052,M,Miniature Pinscher,Queens,11109
92053,F,Labrador Retriever Crossbreed,Manhattan,10028
92054,F,Miniature Schnauzer,Queens,11375
92055,F,Dachshund Smooth Coat,Manhattan,10065
92056,F,American Pit Bull Terrier/Pit Bull,Queens,11357
92057,F,Chihuahua Crossbreed,Manhattan,10028
92058,F,Cane Corso,Queens,11361
92059,M,Siberian Husky,Bronx,10463
92060,F,Boxer,Manhattan,10025
92061,M,Akita,Staten Island,10308
92062,F,Dachshund Crossbreed,Manhattan,10003
92063,F,Shih Tzu,Brooklyn,11209
92064,M,Beagle Crossbreed,Brooklyn,11230
92065,F,American Pit Bull Terrier/Pit Bull,Brooklyn,11226
92066,F,Australian Shepherd,Manhattan,10028
92067,F,Golden Retriever,Staten Island,10306
92068,M,German Shepherd Dog,Staten Island,10307
92069,M,Shih Tzu,Bronx,10462
92070,M,Jack Russell Terrier,Brooklyn,11206
92071,M,American Pit Bull Terrier/Pit Bull,Queens,11373
92072,F,Shih Tzu,Staten Island,10303
92073,F,Yorkshire Terrier,Bronx,10461
92074,M,Not Listed,Brooklyn,11238
92075,M,French Bulldog,Manhattan,10025
92076,F,Border Terrier,Staten Island,10307
92077,M,Not Listed,Brooklyn,11215
92078,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11204
92110,M,Maltese,Staten Island,10302
92079,M,Yorkshire Terrier Crossbreed,Manhattan,10021
92080,F,Maltese,Queens,11694
92081,F,Not Listed,Bronx,10473
92082,M,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11214
92083,M,German Shepherd Crossbreed,Brooklyn,11225
92084,M,Chihuahua,Bronx,10463
92085,M,Shih Tzu,Bronx,10467
92086,F,Maltese,Queens,11361
92087,M,German Shepherd Dog,Queens,11369
92088,F,Chihuahua,Brooklyn,11236
92089,M,Cairn Terrier,Manhattan,10027
92090,F,Not Listed,Queens,11415
92091,M,Shiba Inu,Queens,11360
92092,M,Bulldog,Queens,11357
92093,M,Shih Tzu,Brooklyn,11208
92094,M,Chihuahua,Brooklyn,11229
92095,F,Maltese,Staten Island,10314
92096,M,Rottweiler Crossbreed,Brooklyn,11221
92097,F,Not Listed,Brooklyn,11209
92098,M,Golden Retriever,Manhattan,10065
92099,M,Pomeranian,Queens,11414
92100,F,Jack Russell Terrier,Manhattan,10003
92101,F,Miniature Schnauzer,Bronx,10452
92102,F,Chihuahua,Bronx,10459
92103,F,Not Listed,Brooklyn,11215
92104,M,Yorkshire Terrier,Queens,11436
92105,M,English Bulldog,Brooklyn,11206
92106,M,Chihuahua,Queens,11356
92107,M,Shih Tzu,Queens,11355
92108,M,Pomeranian,Brooklyn,11214
92109,M,Not Listed,Queens,11378
92111,F,Maltipoo,Bronx,10457
92112,M,Black and Tan Coonhound,Brooklyn,11221
92113,F,Terrier Crossbreed,Manhattan,10009
92114,F,French Bulldog,Manhattan,10011
92115,F,Shih Tzu,Brooklyn,11209
92116,F,Not Listed,Manhattan,10128
92117,F,Siberian Husky,Manhattan,10128
92118,M,Norfolk Terrier,Bronx,10456
92119,F,Beagle Crossbreed,Brooklyn,11238
92120,F,Jack Russell Terrier,Brooklyn,11226
92121,M,Poodle,Brooklyn,11226
92122,F,Wheaton Terrier,Manhattan,10009
92123,M,Not Listed,Staten Island,10308
92124,F,Dachshund Smooth Coat Miniature,Queens,11379
92125,M,Beagle Crossbreed,Brooklyn,11217
92126,M,Brussels Griffon,Manhattan,10025
92127,M,Labradoodle,Manhattan,10025
92128,F,Not Listed,Queens,11105
92129,M,Chihuahua,Manhattan,10023
92130,F,Not Listed,Brooklyn,11224
92131,M,Border Collie,Bronx,10455
92132,M,Pembroke Welsh Corgi,Queens,11435
92133,M,Shih Tzu Crossbreed,Queens,11368
92134,M,Boston Terrier,Queens,11379
92135,F,Chihuahua,Brooklyn,11217
92136,M,Labrador Retriever,Manhattan,10036
92137,M,Poodle Crossbreed,Manhattan,10023
92138,F,Labrador Retriever,Brooklyn,11217
92139,F,Pug,Bronx,10466
92140,F,Yorkshire Terrier Crossbreed,Staten Island,10306
92170,F,Not Listed,Brooklyn,11201
92141,M,Cavalier King Charles Spaniel,Manhattan,10023
92142,M,Labrador Retriever,Manhattan,10011
92143,F,German Shepherd Crossbreed,Brooklyn,11226
92144,M,German Shepherd Dog,Queens,11104
92145,M,Lhasa Apso,Bronx,10462
92146,M,German Shepherd Dog,Manhattan,10025
92147,F,Shih Tzu,Brooklyn,11213
92148,F,Siberian Husky,Brooklyn,11206
92149,F,Labrador Retriever Crossbreed,Brooklyn,11232
92150,F,Boxer,Staten Island,10312
92151,F,Chihuahua,Queens,11102
92152,F,Chihuahua,Manhattan,10040
92153,M,Great Pyrenees,Brooklyn,11215
92154,F,Miniature Schnauzer,Manhattan,10014
92155,M,Poodle,Staten Island,10306
92156,M,Cavalier King Charles Spaniel,Bronx,10457
92157,M,Chihuahua,Bronx,10452
92158,M,Labrador Retriever,Queens,11375
92159,M,German Shepherd Dog,Bronx,10462
92160,M,Yorkshire Terrier,Manhattan,10018
92161,M,Golden Retriever,Queens,11379
92162,M,Lhasa Apso,Queens,11358
92163,M,Shih Tzu,Brooklyn,11213
92164,F,Dachshund,Brooklyn,11249
92165,F,Italian Greyhound,Manhattan,10011
92166,F,Jack Russell Terrier,Manhattan,10025
92167,M,Chinese Crested,Brooklyn,11216
92168,M,West Highland White Terrier,Brooklyn,11211
92169,F,Not Listed,Manhattan,10002
92171,F,Chihuahua,Bronx,10452
92172,F,Not Listed,Staten Island,10314
92173,F,Labrador Retriever,Manhattan,10038
92174,M,Shih Tzu,Bronx,10464
92175,M,Jack Russell Terrier,Manhattan,10021
92176,F,Yorkshire Terrier,Bronx,10471
92177,F,German Shepherd Dog,Staten Island,10303
92178,F,Not Listed,Manhattan,10002
92179,F,Pharaoh Hound,Manhattan,10016
92180,F,American Pit Bull Terrier/Pit Bull,Brooklyn,11203
92181,F,Boston Terrier,Brooklyn,11222
92182,F,Portuguese Water Dog,Manhattan,10024
92183,F,English Bulldog,Bronx,10462
92184,M,Miniature Poodle,Manhattan,10009
92185,F,Poodle Crossbreed,Brooklyn,11201
92186,M,Silky Terrier,Bronx,10469
92187,F,Border Collie,Manhattan,10009
92188,M,Anatolian Shepherd Dog,Brooklyn,11216
92189,M,Not Listed,Manhattan,10010
92190,F,Chihuahua Crossbreed,Queens,11415
92191,M,Yorkshire Terrier Crossbreed,Bronx,10464
92192,M,Shih Tzu,Brooklyn,11204
92193,F,Basset Hound,Queens,11105
92194,F,Maltese Crossbreed,Bronx,10461
92195,M,Labrador Retriever Crossbreed,Manhattan,10011
92196,M,French Bulldog,Manhattan,10023
92197,M,Beagle Crossbreed,Manhattan,10024
92198,F,Not Listed,Brooklyn,11238
92199,F,Shih Tzu,Manhattan,10024
92200,M,Silky Terrier,Brooklyn,11208
92201,M,Shih Tzu,Brooklyn,11201
92202,M,Not Listed,Queens,11414
92203,M,Shih Tzu,Brooklyn,11203
92204,M,Poodle Crossbreed,Queens,11106
92205,M,Chihuahua Crossbreed,Brooklyn,11238
92206,M,Shih Tzu,Bronx,10455
92207,M,Miniature Schnauzer,Manhattan,10005
92208,M,Bichon Frise,Bronx,10451
92209,F,Rottweiler,Manhattan,10016
92210,M,Goldendoodle,Manhattan,10065
92211,F,Pointer,Manhattan,10001
92212,M,Bichon Frise,Brooklyn,11218
92213,M,Labradoodle,Queens,11365
92214,F,Wire Fox Terrier,Brooklyn,11238
92215,F,Not Listed,Manhattan,10002
92216,F,Not Listed,Brooklyn,11215
92217,F,West Highland White Terrier,Staten Island,10312
92218,M,Neapolitan Mastiff,Queens,11416
92219,M,Poodle Crossbreed,Brooklyn,11221
92220,M,Maltese,Queens,11692
92221,F,American Eskimo dog,Bronx,10472
92222,F,Bichon Frise,Staten Island,10314
92223,F,Beagle,Manhattan,10010
92224,M,Yorkshire Terrier,Queens,11414
92225,M,Maltese,Bronx,10452
92226,M,Pug,Queens,11415
92227,F,Not Listed,Manhattan,10014
92228,M,Pug,Bronx,10458
92229,M,Chihuahua Crossbreed,Manhattan,10128
92230,F,Yorkshire Terrier,Brooklyn,11217
92231,M,Poodle,Queens,11369
92232,M,Labrador Retriever,Manhattan,10025
92233,F,Jack Russell Terrier,Brooklyn,11220
92234,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11216
92235,F,Labrador Retriever,Brooklyn,11215
92236,F,Basenji,Queens,11105
92237,M,Maltese,Queens,11360
92238,M,Pug Crossbreed,Brooklyn,11205
92239,M,Maltese,Manhattan,10010
92240,F,Belgian Malinois,Brooklyn,11226
92241,F,Yorkshire Terrier,Brooklyn,11211
92242,F,Not Listed,Brooklyn,11226
92243,M,Lhasa Apso,Staten Island,10306
92244,M,American Pit Bull Mix / Pit Bull Mix,Staten Island,10314
92245,M,Not Listed,Bronx,10463
92246,F,Siberian Husky,Bronx,10472
92247,F,Black and Tan Coonhound,Staten Island,10303
92248,F,Labradoodle,Manhattan,10128
92249,F,Beagle Crossbreed,Brooklyn,11229
92250,F,Not Listed,Manhattan,10002
92251,M,Akita Crossbreed,Queens,11377
92252,M,Pomeranian,Manhattan,11375
92253,F,Miniature Schnauzer,Manhattan,10128
92254,F,Pug,Brooklyn,11206
92255,F,Chihuahua Crossbreed,Bronx,10461
92256,M,Not Listed,Manhattan,10009
92257,F,Shih Tzu,Queens,11369
92258,M,Poodle Crossbreed,Manhattan,10003
92259,M,Miniature Pinscher,Manhattan,10014
92260,F,Cane Corso,Staten Island,10314
92261,M,Coton de Tulear,Bronx,10462
92262,M,Not Listed,Queens,11374
92263,M,Bedlington Terrier,Brooklyn,11228
92264,M,Yorkshire Terrier,Manhattan,10128
92265,M,Not Listed,Manhattan,10030
92266,F,Havanese,Manhattan,10014
92267,M,Coton de Tulear,Staten Island,10308
92268,M,Toy Fox Terrier,Manhattan,10026
92269,F,Anatolian Shepherd Dog,Brooklyn,11222
92270,M,Siberian Husky Crossbreed,Brooklyn,11249
92271,M,Bullmastiff,Manhattan,10023
92272,F,German Shepherd Dog,Queens,11104
92273,F,Labrador Retriever Crossbreed,Bronx,10463
92274,F,Wirehaired Miniature Dachshund,Manhattan,10028
92275,M,Shih Tzu,Bronx,10475
92276,M,American Pit Bull Terrier/Pit Bull,Bronx,10466
92277,M,Labrador Retriever,Brooklyn,11201
92278,M,Maltese,Brooklyn,11214
92279,M,Not Listed,Queens,11370
92280,M,Not Listed,Manhattan,10065
92281,M,Boxer,Manhattan,10006
92282,F,Chihuahua,Staten Island,10301
92283,M,Shih Tzu,Queens,11434
92284,M,Maltese,Queens,11360
92285,M,American Pit Bull Terrier/Pit Bull,Queens,11101
92286,M,American Pit Bull Mix / Pit Bull Mix,Manhattan,10025
92287,F,Jindo,Brooklyn,11238
92288,M,Rottweiler,Bronx,10473
92289,M,Miniature Pinscher,Bronx,10472
92290,M,Bulldog,Manhattan,10010
92291,M,Siberian Husky,Manhattan,10002
92292,F,Tibetan Terrier,Brooklyn,11225
92293,M,Chihuahua,Queens,11429
92294,F,Not Listed,Brooklyn,11209
92295,F,Yorkshire Terrier Crossbreed,Bronx,10452
92296,F,Yorkshire Terrier,Manhattan,10019
92297,M,Maltese,Queens,11360
92298,M,Chihuahua Crossbreed,Manhattan,10009
92299,M,Portuguese Water Dog,Staten Island,10305
92300,F,Not Listed,Brooklyn,11208
92301,F,Basenji,Manhattan,10023
92302,M,Dachshund Crossbreed,Manhattan,10002
92303,F,Terrier Crossbreed,Staten Island,10304
92304,M,American Pit Bull Mix / Pit Bull Mix,Bronx,10462
92305,F,German Shepherd Dog,Staten Island,10306
92306,F,Not Listed,Manhattan,10032
92307,M,Chihuahua,Queens,11367
92308,M,Labradoodle,Manhattan,10128
92309,F,Not Listed,Queens,11101
92310,F,American Pit Bull Mix / Pit Bull Mix,Manhattan,10044
92311,F,Weimaraner,Queens,11357
92312,M,Siberian Husky,Queens,11693
92313,F,Maltese,Queens,11693
92314,M,Chihuahua Crossbreed,Manhattan,10030
92315,M,American Pit Bull Mix / Pit Bull Mix,Manhattan,10029
92316,M,American Pit Bull Terrier/Pit Bull,Queens,11417
92317,F,Yorkshire Terrier,Staten Island,10304
92318,M,Pug,Queens,11415
92319,M,Lhasa Apso,Manhattan,10039
92320,F,Pug,Brooklyn,11216
92321,F,Labrador Retriever,Manhattan,10024
92322,M,English Bulldog,Staten Island,10314
92323,F,Maltese,Queens,11692
92324,M,Yorkshire Terrier,Bronx,10469
92325,F,Goldendoodle,Manhattan,10038
92326,M,Maltese Crossbreed,Manhattan,10019
92327,M,Miniature Schnauzer,Brooklyn,11229
92328,M,Cavalier King Charles Spaniel,Brooklyn,11215
92329,M,Boston Terrier,Brooklyn,11220
92330,M,Basenji,Manhattan,10023
92331,M,Miniature Crossbreed Schnauzer,Bronx,10464
92332,F,Terrier Crossbreed,Brooklyn,11238
92333,M,Pomeranian,Brooklyn,11201
92334,F,Not Listed,Brooklyn,11234
92335,F,Golden Retriever,Manhattan,10021
92336,F,Terrier Crossbreed,Bronx,10461
92337,M,American Pit Bull Mix / Pit Bull Mix,Manhattan,10009
92338,M,Not Listed,Manhattan,10032
92339,M,American Bully,Bronx,10461
92340,M,Yorkshire Terrier Crossbreed,Queens,11418
92341,M,Shih Tzu,Staten Island,10308
92342,F,Black and Tan Coonhound,Manhattan,10014
92343,F,Not Listed,Brooklyn,11238
92344,F,Beagle,Bronx,10468
92345,F,Rottweiler,Brooklyn,11215
92346,M,Greyhound,Brooklyn,11215
92347,M,Perro de Presa Canario,Brooklyn,11222
92348,M,Goldendoodle,Manhattan,10002
92349,M,German Shepherd Dog,Queens,11358
92350,M,Chihuahua,Manhattan,10009
92351,M,Goldendoodle,Manhattan,10024
92352,M,Yorkshire Terrier,Brooklyn,11228
92353,M,Boston Terrier,Manhattan,10128
92354,M,Chihuahua,Bronx,10462
92355,F,Yorkshire Terrier,Bronx,10461
92356,F,German Shepherd Dog,Queens,11436
92357,F,Yorkshire Terrier,Bronx,10465
92358,F,German Shepherd Crossbreed,Staten Island,10306
92359,F,Yorkshire Terrier,Queens,11379
92360,M,Chinese Shar-Pei,Manhattan,10128
92361,F,Labrador Retriever Crossbreed,Queens,11355
92362,M,Not Listed,Manhattan,10128
92363,F,Pug,Queens,11356
92364,F,Shih Tzu,Brooklyn,11212
92365,M,German Shepherd Dog,Manhattan,10032
92366,M,Not Listed,Staten Island,10306
92367,F,Labrador Retriever,Staten Island,10312
92368,F,American Pit Bull Terrier/Pit Bull,Brooklyn,11212
92369,M,Maltipoo,Brooklyn,11220
92370,M,Poodle,Brooklyn,11226
92371,M,German Shepherd Dog,Queens,11374
92372,M,Shih Tzu,Staten Island,10310
92373,F,German Shepherd Crossbreed,Bronx,10469
92374,M,Not Listed,Brooklyn,11232
92375,F,Not Listed,Manhattan,10007
92376,M,Border Collie,Bronx,10462
92377,F,Labrador Retriever,Bronx,10465
92378,M,Boxer,Manhattan,10014
92379,F,Staffordshire Bull Terrier,Bronx,10461
92380,F,Maltese,Manhattan,10009
92381,M,German Shepherd Crossbreed,Brooklyn,11216
92382,M,Poodle,Brooklyn,11220
92383,M,Shih Tzu,Brooklyn,11229
92384,M,American Pit Bull Mix / Pit Bull Mix,Queens,11101
92385,M,American Pit Bull Mix / Pit Bull Mix,Queens,11101
92386,M,Toy Poodle,Bronx,10451
92387,F,Pomeranian Crossbreed,Brooklyn,11204
92388,M,Not Listed,Brooklyn,11235
92389,F,Beagle,Staten Island,10314
92390,F,Chihuahua Crossbreed,Brooklyn,11238
92391,F,Dachshund Smooth Coat,Manhattan,10025
92392,F,French Bulldog,Manhattan,10033
92393,M,Poodle,Brooklyn,11231
92394,M,Labrador Retriever Crossbreed,Queens,11105
92395,M,Labrador Retriever,Brooklyn,11215
92396,F,Havanese,Manhattan,10013
92397,F,German Shepherd Crossbreed,Brooklyn,11221
92398,M,Jack Russell Terrier,Brooklyn,11222
92399,F,Shih Tzu,Manhattan,10002
92400,M,Shiba Inu,Brooklyn,11207
92401,M,Beagle,Queens,11364
92402,F,Pug,Manhattan,10013
92403,F,Not Listed,Queens,11373
92404,F,Beagle Crossbreed,Manhattan,10011
92405,M,Yorkshire Terrier,Brooklyn,11206
92406,M,Puggle,Brooklyn,11214
92407,M,Havanese,Manhattan,10280
92408,F,Goldendoodle,Brooklyn,11201
92409,F,French Bulldog,Manhattan,10011
92410,M,Basset Hound,Staten Island,10309
92411,M,Maltese,Staten Island,10306
92412,M,Border Collie,Staten Island,10309
92413,M,Labrador Retriever Crossbreed,Queens,11375
92414,M,Not Listed,Manhattan,10069
92415,F,Bulldog,Brooklyn,11231
92416,M,Yorkshire Terrier,Brooklyn,11249
92417,M,Yorkshire Terrier,Brooklyn,11209
92418,M,Beagle,Staten Island,10314
92419,M,Not Listed,Queens,11693
92420,M,Jack Russell Terrier,Manhattan,10031
92421,F,Australian Shepherd,Staten Island,10302
92422,F,Not Listed,Brooklyn,11215
92423,F,Beagle Crossbreed,Brooklyn,11205
92424,M,Cavalier King Charles Spaniel,Manhattan,10011
92425,F,Shih Tzu,Brooklyn,11223
92426,F,Beagle,Manhattan,10128
92427,M,Labrador Retriever Crossbreed,Manhattan,10038
92428,F,American Pit Bull Terrier/Pit Bull,Brooklyn,11236
92429,F,Not Listed,Brooklyn,11205
92430,F,Coton de Tulear,Staten Island,11024
92431,F,American Pit Bull Terrier/Pit Bull,Queens,11694
92432,M,Labrador Retriever Crossbreed,Queens,11694
92433,F,Papillon,Brooklyn,11209
92434,M,Shih Tzu Crossbreed,Queens,11377
92435,F,Shih Tzu,Bronx,10472
92436,M,Shih Tzu,Brooklyn,11209
92437,M,German Shepherd Dog,Queens,11354
92438,M,American Pit Bull Terrier/Pit Bull,Bronx,10459
92439,F,Whippet,Brooklyn,11222
92440,F,Chihuahua,Brooklyn,11231
92441,M,Jack Russell Terrier,Staten Island,10304
92442,M,Shih Tzu,Queens,11414
92443,M,Toy Poodle,Manhattan,10025
92444,M,Labrador Retriever,Brooklyn,11225
92445,M,Beagle,Queens,11105
92446,M,Jack Russell Terrier,Queens,11411
92447,F,Pug,Brooklyn,11209
92448,M,Pug,Brooklyn,11215
92449,F,Not Listed,Manhattan,10014
92450,M,Chinese Shar-Pei,Manhattan,10128
92451,M,Maltese,Brooklyn,11418
92452,M,Shih Tzu,Queens,11434
92453,F,Shih Tzu,Queens,11434
92454,M,Pug,Queens,11369
92455,M,Not Listed,Staten Island,10309
92456,M,Chihuahua,Bronx,10463
92457,M,American Pit Bull Terrier/Pit Bull,Bronx,10459
92458,F,Rottweiler,Queens,11375
92459,F,Italian Greyhound,Staten Island,10314
92460,M,Maltese,Manhattan,10022
92461,F,Poodle Crossbreed,Manhattan,10128
92462,M,Wire Fox Terrier,Brooklyn,11216
92463,F,Labrador Retriever Crossbreed,Queens,11366
92464,F,Pekingese,Queens,11356
92465,M,Chihuahua,Queens,11436
92466,M,Yorkshire Terrier,Brooklyn,11217
92467,F,Yorkshire Terrier Crossbreed,Manhattan,10016
92468,M,Cocker Spaniel,Bronx,10462
92469,F,Boston Terrier,Manhattan,10021
92470,F,Labrador Retriever Crossbreed,Queens,11374
